Code,Literal
G510,Parálisis facial derecha
Z9109,ALERGIA AL ESPARADRAPO
7242,Lumbalgias
P011,bolsa rota prolongada
07T50ZZ,Mastectomia tipo Madden mama derecha
3E033GC,heparina
6173,Endometriosi pelvica
2809,Anemia ferropénica crónica
Z9079,Orquiectomía derecha
N393,IUE
F1010,alcochol
43811,secuela Afasia
7014,cicatriz queloidea
7827,epifisiodesis tibial
K920,Hematèmesi
25801,Neoplasia endocrina múltiple
Q059,Espina bífida
Z332,interrupción voluntaria del embarazo
741,cesària
D696,trombocitopenia parto
V1506,alergia Àcars
82009,fx cabeza de fémur
65541,toxoplasmosis parto
O021,Aborto Diferido
30000,Trastorn d'ansietat
34409,tetraparesia
I129,HTA irc
Z90721,Ovariectomía derecha
Z6831,IMC: 31
8594,capsulectomía bilateral
Z8661,Meningitis en la infancia
2768,hipopotasemia
O99344,Ansiedad PARTO
B9689,Serratia marcescens
Z96653,PRÓTESIS DE AMBAS RODILLA
Z6835,obesidad parto
BV44ZZZ,Ecografía escrotal
N840,pólipos endometriales
27788,síndrome de lisis tumoral
Z6740,GS: O Rh + (
Z853,Historia de Cancer de mama
2721,hipertrigliceremia
O9962,hipotiroidismo parto
O770,color: teñido
36021,Miopia magna
Z170,RE: Positivos (+++/+++)
E7800,Hipercolesterolemia part
80103,carcinoma
3E0336Z,nutrición parenteral
Z8616,Historia de SARS-Cov-2 (
O30043,gemelar bicorial/biamniótica
O99284,Hipertiroidismo part
V103,historia neoplasia de mama
K760,esteatosis hepática
V8801,histrectomia
83803,adk endometroide
0UT74ZZ,ANEXECTOMÍA BILATERAL LAPAROSCOPIA
H52209,Astigmatismo
8819,Radiografia abdominal
S065X0A,hematoma subdural traumatico
O9832,HPV parto
B977,CIN II parto
Z8739,Historia de Meniscectomía
4A12X4Z,Monitorización pulsioximétrica
Z3A23,23+1 semanas
5180,Atelectasias
M4185,Escoliosis dorsolumbar
8801,TAC abdominal
64881,DG insulinizada
9396,oxigen
07T60ZZ,Linfadenectomía axilar izq
3004,ansiosa depresiva
2762,acidosis metabólica
O30043,GEMELAR BICORIAL BIAMNIÓTICA
O99891,espondilitis anquilosante part
5749,rtu vesical
V427,Trasplantament hepàtic
F1011,Ex-hábito enólico
G4733,SAHos
Z880,alergia a la penicilina
J209,bronquitis aguda
0DBU0ZZ,OMENTECTOMÍA
7810,trismus
Z5309,cirugia anulada por contraindicacion
G510,Parálisis facial izquierda periférica
N938,sua
O00102,Gestación ectópica izquierda
B957,Staphylococcus hominis
6841,histerectomia total laparoscopica
3E023GC,Methergin IM
36900,ceguera
3572,polineuropatía diabética
C786,CARCINOMATOSIS PERITONEAL
0HDJXZZ,donante muslo izquierdo
B0201ZZ,TC craneal con contraste
V140,Alérgica penicilina
Z923,RADIOTERAPIA
O6989X0,Cordón Largo
Z91048,Alergica al niquel
E870,HIPERNATREMIA
4739,Sinusitis
65971,registro patológico fetal parto
B571,Chagas parto
K7469,Cirrosis hepática por NASH
Z87891,ex-Fumadora
K30,Dispepsia funcional
H04129,ojo seco
F17210,tabaco parto
L905,cicatriz
O99284,hipoTiroidismo part
D732,Esplenomegalia cirrotica
B9620,Escherichia coli
Z9221,quimioterapia historia
V140,alergia a la penicilina
Z91048,Alérgica a Mercurio
3E03329,ANTIBIÓTICO
Z9011,MASTECTOMÍA derecha
9914,inmunoglobulinas
O700,desgarro paraclitoriano
D696,PLAQUETOPENIA
Z87440,Pielonefritis de repetición
B348ZZZ,Ecografía de troncos supraórticos
M5430,ciatica
Q390,Atrèsia esofàgica sense fístula
0SRD0J9,ptr izq
O1414,Preclampsia Grave
6184,Prolapso genital 2
49392,asma reagudizado
G500,Neuràlgia de trigemin
Z6741,GS 0 negativo
25060,polineuropatía diabética 2
G43909,migraña part
M23262,ROTURA MENISCO EXTERNO RODILLA IZQUIERDA
O480,semana 40
M3500,Sjogren
Z882,Alergia a sulfamidas
0HHT0NZ,EXPANSOR mama dERECHO
N800,adenomiosis
E739,Intolerancia a la lactosa parto
7200,Espondilitis anquilosante
O2302,pna 2t
4051,linfadenectomía axilar
Z6710,Grupo sanguineo materno: A Rh positivo
I712,Aneurisma de aorta ascendente
B974,Infección por VRS
G40B09,Epilepsia mioclónica juvenil
65961,multig
193,Carcinoma de tiroides
Z3A40,40 +6 semans
Z3A41,Tabaco parto
0JBK0ZZ,quemadura dorso mano izquierda
25002,Diabetes mal control
Z951,triple by-pass coronario
H905,hipoacusia neurosensorial
O9902,anemia ferropenica parto
I2510,Enfermedad coronaria
K77,amilodosis renal
6839,histerectomia subtotal
Z87891,Ex- Fumadora
I517,Hipertrofia ventricular
D6851,Factor V Leiden
1749,Ca de mama
BW20ZZZ,TAC de abdomen
5559,Crohn parto
8891,RMN cerebral
V140,alergia a PENICILINA
F17210,tabaquismo parto
BW03ZZZ,Rx de tórax y abdomen
G9609,Fistula de LCR
3E1M38Z,LAVADO PERITONEO
E8788,herida quirúrgica
64931,trombopenia parto
Z5331,Reconversión a laparotomía
F321,F32.1
2189,Utero polimiomatoso
37601,celulitis orbita
F319,trastorno bipolar
V163,"tia paterna , ca de mama"
Q6210,ESTENOSIS URETERAL IZQUIERDA
0HBT0ZZ,Tumorectomia mama derecha
25090,hiperglicemia dm
R401,desconexión del medio
85203,Carcinoma lobulillar infiltrante
07TC0ZZ,LINFADENECTOMIA PÉLVICA BILATERAL
Z9221,QUIMIOTERAPIA
D631,Anemia renal
N764,Absceso en Labio mayor izquierdo
K56609,obstruccion intestinal
Z6740,"Grupo sanguíneo: O, +"
V146,Alergias medicamentosas: NOLOTIL
C679,ca vejiga
4430,síndrome de Raynaud
O9912,trombocitosis parto
4023,ganglio centinella
65633,rciu anteparto
55321,hernia incisional
O09213,antecedente de parto pretérmino
J343,Hipertrofia de cornetes
8521,Tumorectomia mama esquerre
O721,Hemorragia postparto
32723,Apnea obstructiva del sueño
C50912,CDI de mama izq
0T9780Z,CATÉTER DOBLE J IZQuierdo
N611,absceso mamario
M069,Artritis Reumatoide parto
Z6834,obesidad parto
8878,ECO obstetrica
V272,RN 2
O99354,Epilepsia generalizada parto
1966,mtx ganglio iliaco
82110,Adenoma tubular
66071,ventosa fallida
Z6740,o positivo
O09513,primipara
V146,Alergia a CODEÍNA
N4400,torsión testicular
F329,DEPRESSIÓ REACTIVA
O99335,Fumadora puerperio
O3663X0,Feto macrosomico
10903ZU,Amniodrenaje
K224,Espasmos esofágicos
V0251,Sgb
K650,peritonitis aguda
4438,bypass gástrico lap
0WUF0JZ,HERNIA UMBILICAL malla
BY4FZZZ,ECOGRAFÍA obst
0HTU0ZZ,madden izq
0UT60ZZ,Salpinguectomía izquierda
A159,tuberculosis
Z950,portadora de marcapasos
F329,Trastorno depresivo
M5136,Discopatía degenerativa L4-L5
1550,Hepatoblastoma
M329,les parto
E039,Hipotirodismo parto
73313,Aplastamientos vertebrales
V0251,SGB POSITIVO
0UT74ZZ,Anexectomía bilateral LAPAROSCOPIA
Q790,Hèrnia diafragmàtica congènita
K625,rectorragia/hematoquecia
Z20822,PCR SARS-CoV2 negativo
I119,CARDIOPATIA HIPERTENSIVA
D860,sarcoidosis pulmonar
Z886,alergia al ibuprofeno
K2950,Pangastritis crónica
E8658,alimento
07T60ZZ,Linfadenectomia axilar izqu
D271,teratoma ovárico izquierdo
G44009,Cefalea en racimo
33818,Dolor qx
R509,febriles
4262,HBAI
G43909,Migrañas PART
N651,612.1
Z6740,Grupo sanguíneo: O +.
F329,Depresión
Z3A18,pna 2t
I129,hta irc 2
78060,fiebre
0SBD4ZZ,regularización meniscal izq
BY4CZZZ,Ecografía 2t
Z886,"Alergica a: AAS ,??"
B040ZZZ,Ecografia TF
8873,Ecografia de tòrax
8878,ECO OBS
Z370,VARON
O24420,DGa1
B020ZZZ,TAC cranial
6841,Histerectomía total LAP
BW00ZZZ,rx abdomen
O24424,Diabetes Gestacional Insulinodependiente
O99284,nódulos tiroideos parto
59651,Vejiga hiperactiva
B040ZZZ,Ecografías SNC
45981,Insuficiencia venosa perifèrica
Z9081,esplenectomía
M5430,dolor ciático
E065,Tiroiditis crónica
R5082,febril Postoperatorio
M5126,Hernia discal lumbar
O9989,Hernia discal parto
Z21,vih
5859,irc
R188,ascitis
N7013,Salpingooforitis cronica
1707,Sarcoma de Ewing en fémur
D6861,Síndrome antifosfolípido
30233N1,CCHH
04149,E. coli
Z7901,ANTICOAGULACIÓN
Z6838,IMC:38
B181,Hepatitis B crónica
Z6740,GsRh: O+
6262,menorragia
Z6833,Asma parto
N179,ERC agudizada
O9A12,neoplasia parto
3669,cataracta
K449,. Hernia hiatal
0HBT0ZZ,Tumorectomía mama der
Z91048,ALERGIA metal
Z794,Insulina
Z8781,historia Fractura
V2349,malos antecedentes obstétricos
M545,Dorsolumbalgia
4023,Exéresis de ganglios centinela
Z8611,Historia de Tuberculosis
I7300,Raynaud
O9912,escoliosis part
8659,Sutura ferida
K226,Fumadora part
J449,Obstrucción Crónica al Flujo Aéreo
E559,Deficiencia de vitamina D.
E1165,debut diabético
1121,Candidiasis
O76,deceleraciones
5587,Pieloplastia
Z886,Alérgico a Optalidón
09JH8ZZ,otoscopia od
C787,metástasis hepaticas
194,Timpanoplastia
06H033T,canalización de vena umbilical
I129,Hipertensión Enfermedad renal crónica estadío 4
0CJY8ZZ,DISE
M19011,artrosis hombro der
F418,Sde. ansioso-depresivo
G43909,Migraña
P0733,Prematuridad 30
K3580,Apendicitis aguda no especificada
Z6710,Grupo A Rh+
78060,febre
8771,UROTC
65961,multigravida
Z87891,", Ex fumador"
Z886,alergia a aspirina
4011,Biopsia selectiva de gangli sentinella
0UB98ZZ,MIOMECTOMIA HISTEROSCÓPICA
I422,miocardiopatia hipertrofica
Z91048,Alergia pelo
G35,Esclerosis múltiple part
N390,ITU por E. coli
O99214,obesidad mórbida parto
Z3A37,37+3 semanas
0TSD0ZZ,hipospadias
BW03ZZZ,RX TÓRAX
I82412,TVP femoral izquierda
K30,Dispepsia
185,ADK próstata
N281,quistes riñones
78343,talla baja
H9193,HIPOACUSIA BILATERAL
0RQG4ZZ,acromioplastia
Z9049,reseccion ileocecal
I4891,fibrilación auricular rapida
M6282,rabdomiolisis
G20,Parkinsonismo
M1990,OSTEOARTROSIS
75329,hidronefrosi congenita
2738,hipoalbulinemia
O9962,Hernia Hiato parto
3E023GC,methergin im
10907ZC,amniotomía
672,conización cervical
67651,Lactancia artificial
Z87440,ITUs de repeticion
N611,Absceso de mama izquierda
674,amputación cervical
1749,Neo mama
O368930,RIESGO PERDIDA BIENESTAR
Q315,Laringomalacia
0UQMXZZ,desgarros vulvar
B182,VHC parto
K8010,Colecistitis crónica. Colelitiasis
Z87891,Historia de Tabaquismo
Y9366,jugando al futbol
2410,Nódulo tiroideo
04181,ureaplasma
3E0L3TZ,Uroquinasa
0HBHXZZ,Zona donante muslo derecho
M5430,ciatalgia
0T9B7ZZ,Sondatge urinari
R296,Hipertensión Insuficiencia cardíaca
75312,Poliquistosis renal
O6003,app
J449,asma part
4A1HXCZ,APGAR
J9612,Insuficiencia Respiratoria crónica hipercápnica
I358,Esclerosis válvula Aórtica
282,Amigdalectomía bilateral
D069,HPV parto
G4730,Apnea del son
R633,rechazo de la ingesta
0HRNX74,ILPP pie izquierdo
8703,TAC cranial
T18198A,cuerpo extraño esofágico
F419,Síndrome ansioso parto
0UT90ZZ,Histerectomía radical
0UL70ZZ,Ligadura tubárica
Z6720,B pos
V8801,histerectomia
78830,Incontinència urinària
N83291,QUISTE DE OVARIO DERECHO
M069,artirtis reumatoide parto
3569,Polineuropatia
P393,ITU rn
K5730,Diverticulosis de sigma
M1990,ARTROSI
M2550,Artromialgias
K589,sd intestino irritable
V8541,IMC 41.-
O721,Hemorragia posparto
Z6741,O NEGATIVO
43889,secuelas avc
60020,Hiperplasia prostática benigna
0UT74ZZ,ANEXECTOMIA BILATERAL LAPAROSCÓPICA
E790,Hiperuricemia asintomática
B020ZZZ,TAC cerebral
O640XX0,Distocia de rotación
I482,FAC
N400,HBP
6651,salpingectomia bilateral
Z6720,B +
R011,soplo sistólico
Z944,Trasplante hepático
7813,hipotonia
H40151,H40.151
V137,exprematura
0DBU0ZZ,Omentectomía
2Y44X5Z,TAPONAMIENTO vaginal
D259,leiomioma uterino
E063,Hashimoto
Z9989,cpap
Z3A28,28 sem
Z6740,o Positivo
E9289,Traumatisme
0W9B3ZZ,toracocentesis izq
V1272,Polipectomía endoscopica
5990,Infección de vías urinarias
O9989,Miopia magna part
8876,EcoAbd
G43009,Migraña sin aura part
F1010,Alcohol
O34211,cesárea anterior
10D17ZZ,LEGRADO EVACUADOR
7569,Desgarro de I grado
6849,histerectomía
V1301,historia litiasis renal
Z3A23,23+2 semanas
O9972,vitíligo parto
Z881,Alergia a Meropenem
4644,crup
G43909,Migraña parto
42511,Miocardiopatia hipertrofica obstructiva
65611,gammablobulina anti D
BT4JZZZ,eco urinaria
470,Dismorfia Septal
Z370,ansiedad part
0GTN0ZZ,paratiroidectomía inferior derecha
K269,Úlcus duodenal
C541,Carcinoma seroso papilar de endometrio
3E0333Z,Corticoides
88900,fibroLEIOMIOMA
H81399,Vértigos periféricos
04189,BGP
Z91038,ALERGIA ACAROS
C50912,CARCINOMA DUCTAL INFILTRANTE DE MAMA IZQUIERDA
78060,Febre
O99354,Migrañas PART
64223,HTA irc anteparto
O9852,COVID part
C50911,CARCINOMA MAMA DERECHA
38860,Otorrea crónica
1970,pulmonar
78441,afonía
K660,adherencias
3E0G76Z,nutricion enteral por sng
2452,Hashimoto
07TD4ZZ,LINFADENECTOMÍA PARAAÓRTICA LAPAROSCÓPICA
N179,lesión renal aguda
E039,Hipotirodismo part
V163,Hermana ca de mama
K529,Diarrea crónica
0W8NXZZ,EPISIOTOMÍA
4718,Poliposis nasosinusal
J45909,Bronquitis asmática
45341,TVP
BW40ZZZ,Ecografía de abdomen
1623,Neo pulmón lsd
64903,Fumadora anteparto
3E03329,Antibioteraia
V4364,Prótesis de cadera
Q600,Monorrena congénita
Z228,Rubeola: Negativo
I440,BAV de primer grado
O365930,CIR
53081,Reflux gastro esofagic
BW25ZZZ,PEG
E119,DMNID
G5603,Sd del túnel carpiano bilateral
H5340,DÈFICIT DEL CAMP VISUAL
28981,Síndrome antifosfolipídico
5130,Absces de pulmo
F4320,REACCIÓN ADAPTATIVA
O2662,COLESTASIS parto
Z3A30,30
D492,TUMORACIÓN FRONTAL
O034,gestación no evolutiva
R112,Nàusees amb vòmits
0UPD7DZ,se extrae cerclaje cervical
O98413,Hepatitis B parto
53290,Ulcus gastroduodenal
5423,biopsia de peritoneo
0UT10ZZ,anexectomia IZQUIERDA
I82432,TVP femoro-poplitea izq
8596,Retirada de expansor
N393,Incontinencia Urinaria de Esfuerzo
7534,apgar
27800,Obesidad parto
O99214,obesidad mórbida part
Q059,Espina Bifida
M159,poliartrosis
B020ZZZ,TC de cráneo
25000,diabetes
3E03329,aumentine
5225,Flemón dentario
BW03ZZZ,Rx de tórax:
2449,hipotiroidisme part
99851,Seroma sobreinfectado
9921,Antibiotico
K5190,colitis ulcerosa parto
5533,Hernia de hiato
Z6710,GsrH: A positiu
O701,Desgarro de II grado
Z6711,A negativo
O721,Atonía uterina posparto
0UQMXZZ,Desgarro labio
40291,cardiopatía hipertensiva icc
V271,rn muerta
C530,Adenocarcinoma endocervical
5307,MALLORY-WEISS
BT4JZZZ,Ecografía vías urinarias
84400,CISTOADENOMA
Z91018,alergia aliment
Z1509,SDRE LYNCH
O99354,migraña PART
O752,Fiebre intraparto
Z9081,ESPLENECTOMÍA
O9832,Herpes Zoster parto
L943,esclerodactilia
66011,desproporción pélvico fetal 2
Q446,poliquistosis hepatorenal
O9872,VIH parto
J9601,SAT
BW2F1ZZ,TC de coll amb contrast
R600,edema de miembros inferiores
8876,Eco abd
Z3A37,37.4 semanas
0TQD7ZZ,sutura uretral
33183,Deterioro cognitivo leve
64911,obesitat part
598,catéteres JJ
K4090,hii
H259,H25.9
Z886,Alergias a AAS
R319,hematuri
Z370,Obesidad part
S42201A,fractura de húmero proximal derecho
Z6740,GS: O+
009U3ZX,Líquido cefaloraquídeo
E7800,Hipercolesterolemia
34590,Crisis epilépticas
3869,vertiginoso
D469,Síndrome overlap222222222
M19041,Artrosis manos
P0734,prematuridad 31
Z170,re ++
Q780,Osteogénesis imperfecta
R259,R25.9
E063,Hasimoto part
2724,dislipémia
V08,VIH
74190,Espina bifida
O3663X0,macrosoma
64843,ansiedad anteparto
L03311,celulitis abdomen
BW03ZZZ,Radiografía de tórax:
N920,MENSTRUACION EXCESIVA
G43009,migraña sin aura
Z8701,Historia de Neumonía
0TUD0JZ,TOT
3E0330M,Infliximab
R410,desorientacion
8595,expansor mama
Z608,Z60.8
M9110,perthes
G8220,Paraplejia
O752,febrícula intraparto
N816,Rectocele
B020ZZZ,taC craneal
10D00Z1,CESAREA
N390,ITU part
9802,extracción cuerpo extraño esofago
D701,neutropenia febril qt
BW3GZZZ,RM perianal
O99284,Hipercolesterolemia part
5305,hernioplastia inguinal derecha con malla
2449,hipotiroidisme
BQ08ZZZ,Radiografía rodilla izquierda
Z6740,Grupo sanguíneo: 0 RH +
O9962,colon irritable part
N183,"Hipertensión arterial Enfermedad renal crónica, estadio 3"
7540,ASÍMETRIA FACIAL congenita
311,Cuadro depresivo
E0500,Graves-Basedow
0QBP3ZZ,Hallux valgus 3
220,cistoadenoma ovario
10S07ZZ,KJIELLAND
K449,HÈRNIA HIATAL
V141,Alérgica a amoxicilina
V1551,Fractura
7051,Colporrafia anterior
7052,Colporrafia posterior
B24DZZZ,ecocardio NEN
O902,HEMATOMA EPISIOTOMIA
H4710,papiledema bilateral
Z170,RE +++
81220,fractura de húmero derecho
G4700,insomnio
9921,Antibióticoterapia
0UT74ZZ,anexectomía bilateral laparoscópica
Z880,Alergica amoxicilina
8595,Colocación de expansor
D259,útero miomatoso parto
0HTT0ZZ,MASTECTOMÍA DERECHA
R2689,Alteración de la marcha
E041,Bocio nodular
6262,hipermenorreas
8570,reconstruccion mama
88500,LIPOMA
D649,Anemia normocitica
0T9B70Z,sondaje vesical permanente
G510,Paralisis facial
0UT20ZZ,da
4710,Polipo fosa nasal
Z9011,mastectomía D
7013,Atrofia macular
N6012,MASTOPATÍA FIBROQUÍSTICA izq
F259,trastorno esquizoafectivo
Y92410,vía pública
Z3A25,25 semanas
O9842,VHB parto
6268,metropatía
Z6720,:B Positivo
V5861,anticoagulación
Z886,Alergia aas
E43,Desnutrición grave
8541,mastectomía derecha
6142,absceso tubo-ovarico
H52209,astigmatisme part
E669,obesitat 3t
O82,cesarea
4A12X4Z,Monitorización cardio-respiratoria
78791,Síndrome diarreico
3E0H7GC,Misoprostol rectal.
O034,Retención de restos abortivos
K5080,Enfermedad de Cronh
D561,beta talassemia parto
M542,dolor cervical
G43909,migranya
64973,cérvix corto anteparto
Z888,Alérgica al optalidon
Z8774,V13.65
D259,asma 3t
I509,HTA IRC icc
N950,Metrorragia posmenopáusica
6849,histerctomia abdominal
J45901,Crisis asmática
741,cesárea
P392,coriamnionitis rn
M2012,HALLUX VALGUS izquierdo
Z5331,RECONVERSIÓN A LAPAROTOMÍA
R401,Estupor
M7742,Metatarsalgia pie izquierdo
74900,FISURA PALATINA
311,Sd depresivo
6238,quiste vaginal
07T50ZZ,Linfadenectomía axilar (derecha
3E0H7GC,cytotecs rectales
Z3A30,30+2 semanas
N281,Quiste renal
O9902,alfa-talassemia part
2724,Dislipemi
E7800,Hiperolesterolemia
Z6710,GS A positivo
64761,Herpes genital parto
F329,Sind. depresivo
3E033NZ,analgèsia
P704,hipoglucemia rn
Z886,ALÉRGICO A NOLOTIL
0W3R7ZZ,BALÓN DE BAKRI
L209,dermatitis atopica parto
Z6730,Grupo sanguíneo AB +
N8110,cistocele
Z91018,Alergia melocotón
F17210,Tabaco
P015,gemelar
D251,miomas intramurales
S43005A,luxación de hombro izquierdo
D259,mioma part
Z6740,0 pos
Z6720,GS: B+.
G510,Paralisis Facial
K2950,Gastritis crónica parto
K317,Pólipo gástrico
O925,LACTANCIA ARTIFICIAL
Z8616,Historia de SARS CoV 2
Z886,Alergia Ibuprofèn
O9912,deficit proteina s part
0DBW0ZZ,peritonectomía
O351XX0,655.11
6953,Rosacea
V146,Al.lèrgia al metamizol
3E10X8Z,curas
O3663X0,65661
R630,Síndrome constitucional
K226,Mallory-Weiss
Z85828,Historia de CARCINOMA BASOCELULAR EN MEJILLA IZQUIERDA
0UT64ZZ,Salpinguectomía geu izq lap
W1840XA,torcedura
BY4FZZZ,Ecografía obstétrica
3897,Sordomudo
V1254,Ictus isquémico h
C782,mtx PLEURAL
O034,O03.4
H5501,nistagmus congénito
C679,tm vesical
E781,Hipertrigliciridemia
0SBC4ZZ,Meniscectomia derecha
F1120,metadona
Z3A34,Vaginoitis parto
2169,turbinectomía bilateral
I509,HTA ERC icc
R109,Dolor abdolminal
G5600,S. tunel carpiano
R233,petequias
C50912,CDI de mama izquieda
47833,Parálisis cuerdas vocales
1629,Adenocarcinoma pulmonar
O480,40 partos
0UL70ZZ,ligadura tubárica
V1083,Carcinoma basocelular historia
O1494,preeclampsia
3E033GC,Amchafibrin
30928,Trastorno adaptativo ansioso- depresivo
88103,mixofibrosarcoma
64893,Migraña anteparto
N189,Hipertensió Malaltia renal crònica
O99891,hernia discal parto
47822,absceso parafaringeo
Z3A40,40+1 SEMANAS
10T24ZZ,SALPINGUECTOMÍA geu IZQ lap
Z372,gemelos vivos
P369,Sepsis Neonatal
25514,HiperaldosteronismO secundario
S82891A,FRACTURA DE TOBILLO DERECHO
4871,Sindrome gripal
Z3A30,fumadora parto
Z6710,Grupo sanguíneo: A Positivo
2869,ALTERACIÓN DE LA COAGULACIÓN
V1506,Alergia parietaria
O3663X0,feto macrosómico
62211,CIN 1
H8110,Vertigo paroxistico benigno
Z370,FETO
64891,SGB  2
BW40ZZZ,ecografía abd
0T9480Z,doble j izq
85003,CDI
N979,Esterilidad primaria
Q675,escoliosis congenita
D563,Rasgo talasémico part
