Code,D_P,Description,Literal
C718,D,Neoplasia maligna de localizaciones contiguas de cerebro,glioblastoma témporo-occipital izquierdo
C773,D,Neoplasia maligna secundaria y no especificada de ganglios linfáticos de axila y extremidad superior,mETÁSTASIS ganglio axilar
C773,D,Neoplasia maligna secundaria y no especificada de ganglios linfáticos de axila y extremidad superior,Metástasis axilar
C773,D,Neoplasia maligna secundaria y no especificada de ganglios linfáticos de axila y extremidad superior,c773
C774,D,Neoplasia maligna secundaria y no especificada de ganglios linfáticos inguinales y de extremidad inferior,196.5
C778,D,Neoplasia maligna secundaria y no especificada de ganglios linfáticos de regiones múltiples,afectación ganglionar
C7800,D,Neoplasia maligna secundaria de pulmón no especificado,metastásica pulmonar
C7800,D,Neoplasia maligna secundaria de pulmón no especificado,PULMONARES
C7800,D,Neoplasia maligna secundaria de pulmón no especificado,pulmonar
C7801,D,Neoplasia maligna secundaria de pulmón derecho,Metástasis pulmonar bilateral
C7802,D,Neoplasia maligna secundaria de pulmón izquierdo,mtx pulmonar bilateral
C782,D,Neoplasia maligna secundaria de pleura,mtx PLEURAL
C786,D,Neoplasia maligna secundaria de retroperitoneo y peritoneo,diseminación peritoneal
C786,D,Neoplasia maligna secundaria de retroperitoneo y peritoneo,CARCINOMATOSIS PERITONEAL
C786,D,Neoplasia maligna secundaria de retroperitoneo y peritoneo,c786
C786,D,Neoplasia maligna secundaria de retroperitoneo y peritoneo,PERITONEALES
C786,D,Neoplasia maligna secundaria de retroperitoneo y peritoneo,PSEUDOMIXOMA PERITONEAL
C786,D,Neoplasia maligna secundaria de retroperitoneo y peritoneo,Carcinomatosis peritoneal
C786,D,Neoplasia maligna secundaria de retroperitoneo y peritoneo,Implante peritoneo
C786,D,Neoplasia maligna secundaria de retroperitoneo y peritoneo,carcinomatosis peritoneal
C787,D,Neoplasia maligna secundaria de hígado y vías biliares intrahepáticas,metástasis hepaticas
C787,D,Neoplasia maligna secundaria de hígado y vías biliares intrahepáticas,metástasis hepáticas
C787,D,Neoplasia maligna secundaria de hígado y vías biliares intrahepáticas,M1 hepática
C787,D,Neoplasia maligna secundaria de hígado y vías biliares intrahepáticas,mtx hígado
C787,D,Neoplasia maligna secundaria de hígado y vías biliares intrahepáticas,M1 hepáticas
C792,D,Neoplasia maligna secundaria de piel,Metástasis cutánea
C7951,D,Neoplasia maligna secundaria de hueso,M1 (ÓSEA
C7951,D,Neoplasia maligna secundaria de hueso,ÓSEA
C7970,D,Neoplasia maligna secundaria de glándula suprarrenal no especificada,metástasis en glándulas suprarrenales
C7971,D,Neoplasia maligna secundaria de glándula suprarrenal derecha,METÁSTASIS SUPRARRENAL derecha
C7972,D,Neoplasia maligna secundaria de glándula suprarrenal izquierda,metástasis suprarrenal izquierda
C8200,D,"Linfoma folicular grado I, localización no especificada",Linfoma folicular grado 1
C8590,D,"Linfoma no Hodgkin, no especificado, localización no especificada",LIMFOMA
C9000,D,"Mieloma múltiple, sin haber alcanzado remisión",mieloma múltiple
C9100,D,"Leucemia linfoblástica aguda, sin haber alcanzado remisión",LAL
C9110,D,"Leucemia linfocítica crónica de células B, sin haber alcanzado remisión",Leucemia Linfática Crónica
C9310,D,"Leucemia mielomonocítica crónica, sin haber alcanzado remisión",lmmc
D060,D,Carcinoma in situ de endocérvix,Adenocarcinoma in situ endocervical
D069,D,"Carcinoma in situ de cuello uterino,no especificado",HPV parto
D069,D,"Carcinoma in situ de cuello uterino,no especificado",CIN 3
D069,D,"Carcinoma in situ de cuello uterino,no especificado",CIN III
D069,D,"Carcinoma in situ de cuello uterino,no especificado",CIN 3 parto
D071,D,Carcinoma in situ de vulva,VIN 3
D071,D,Carcinoma in situ de vulva,d071
D110,D,Neoplasia benigna de glándula parótida,Adenoma pleomorfo de parótida derecha
D171,D,Neoplasia lipomatosa benigna de piel y tejido subcutáneo de tronco,lipoma escapular derecho
D171,D,Neoplasia lipomatosa benigna de piel y tejido subcutáneo de tronco,lIPOMA LUMBAR
D1800,D,Hemangioma de localización no especificada,Hemangioma
D1802,D,Hemangioma de estructuras intracraneales,Cavernoma
D1802,D,Hemangioma de estructuras intracraneales,hemangioma cavernoso
D1803,D,Hemangioma de estructuras intraabdominales,hemangioma HIGADO
D1803,D,Hemangioma de estructuras intraabdominales,Hemangioma Hepatico
D1803,D,Hemangioma de estructuras intraabdominales,Hemangiomas hepáticos
D1803,D,Hemangioma de estructuras intraabdominales,hemangioma hepatico
D1803,D,Hemangioma de estructuras intraabdominales,HEMANGIOMAS HEPÁTICOS
D1809,D,Hemangioma de otras localizaciones,hemangioma en L4
D181,D,"Linfangioma, de cualquier localización",Linfangioma
D241,D,Neoplasia benigna de mama derecha,fibroadenoma mAMA DER
D241,D,Neoplasia benigna de mama derecha,fibroadenoma mama derecha
D241,D,Neoplasia benigna de mama derecha,Papiloma Mama derecha
D241,D,Neoplasia benigna de mama derecha,FAD mamarios bilaterales
D242,D,Neoplasia benigna de mama izquierda,Fibroadenoma mama izqueirda
D242,D,Neoplasia benigna de mama izquierda,papiloma mama izquierda
D242,D,Neoplasia benigna de mama izquierda,Papiloma intracanalicular mama izquierda
D242,D,Neoplasia benigna de mama izquierda,Papiloma mama izquierda
D242,D,Neoplasia benigna de mama izquierda,Fibroadenoma mama izquierda
D242,D,Neoplasia benigna de mama izquierda,fibroadenoma mama izq
D242,D,Neoplasia benigna de mama izquierda,fibroadenoma mama izquierda
D250,D,Leiomioma submucoso de útero,leiomioma submucoso
D250,D,Leiomioma submucoso de útero,Mioma submucosa
D250,D,Leiomioma submucoso de útero,mioma submucoso
D250,D,Leiomioma submucoso de útero,Mioma uterino submucoso
D250,D,Leiomioma submucoso de útero,Leiomioma submucoso
D250,D,Leiomioma submucoso de útero,leiomiomas submucosos
D250,D,Leiomioma submucoso de útero,Mioma submucoso
D251,D,Leiomioma intramural de útero,miomas intramurales
D251,D,Leiomioma intramural de útero,mioma parto
D251,D,Leiomioma intramural de útero,polipo cervix parto
D251,D,Leiomioma intramural de útero,Mioma IM
D251,D,Leiomioma intramural de útero,mioma im
D251,D,Leiomioma intramural de útero,Mioma intramural parto
D251,D,Leiomioma intramural de útero,Mioma intramural
D251,D,Leiomioma intramural de útero,miomas intramurales parto
D251,D,Leiomioma intramural de útero,mioma intramural
D251,D,Leiomioma intramural de útero,Leiomiomas intramurales
D251,D,Leiomioma intramural de útero,LEIOMIOMA UTERINO INTRAMURAL
D251,D,Leiomioma intramural de útero,Mioma intramural part
D252,D,Leiomioma subseroso de útero,"leiomiomas, subserosos"
D252,D,Leiomioma subseroso de útero,Mioma subseroso part
D252,D,Leiomioma subseroso de útero,Mioma subseroso
D252,D,Leiomioma subseroso de útero,mioma subseroso parto
D252,D,Leiomioma subseroso de útero,hipotir parto
D252,D,Leiomioma subseroso de útero,miomas subseroso parto
D252,D,Leiomioma subseroso de útero,mioma subseroso part
D252,D,Leiomioma subseroso de útero,leiomioma subseroso
D252,D,Leiomioma subseroso de útero,Rinitis alergica parto
D252,D,Leiomioma subseroso de útero,miomas subserosos
D252,D,Leiomioma subseroso de útero,Leiomioma subseroso
D259,D,"Leiomioma de útero, no especificado",Leiomiomas uterinos
D259,D,"Leiomioma de útero, no especificado",leiomioma uterino
D259,D,"Leiomioma de útero, no especificado",útero miomatoso parto
D259,D,"Leiomioma de útero, no especificado",asma 3t
D259,D,"Leiomioma de útero, no especificado",mioma part
D259,D,"Leiomioma de útero, no especificado",MIOMa
D259,D,"Leiomioma de útero, no especificado",Utero miomatoso
D259,D,"Leiomioma de útero, no especificado",Utero Miomatoso parto
D259,D,"Leiomioma de útero, no especificado",endometriosis parto
D259,D,"Leiomioma de útero, no especificado",Mioma part
D259,D,"Leiomioma de útero, no especificado",mioma
D259,D,"Leiomioma de útero, no especificado",leiomiomas
D259,D,"Leiomioma de útero, no especificado",leiomioma
D259,D,"Leiomioma de útero, no especificado",Mioma uterino
D259,D,"Leiomioma de útero, no especificado",MIOMAS UTERINOS
D259,D,"Leiomioma de útero, no especificado",MIOMA UTERINO
D259,D,"Leiomioma de útero, no especificado",Utero miomatoso part
D259,D,"Leiomioma de útero, no especificado",útero miomatoso
D259,D,"Leiomioma de útero, no especificado",Utero polimiomatoso
D259,D,"Leiomioma de útero, no especificado",mioma parto
D259,D,"Leiomioma de útero, no especificado",mioma uterino
D259,D,"Leiomioma de útero, no especificado",LEIOMIOMA UTERINO
D259,D,"Leiomioma de útero, no especificado",LEIOMIOMA
D259,D,"Leiomioma de útero, no especificado",miomas part
D259,D,"Leiomioma de útero, no especificado",Útero miomatoso parto
D259,D,"Leiomioma de útero, no especificado",Asma part
D259,D,"Leiomioma de útero, no especificado",ÚTERO MIOMATOSO
D259,D,"Leiomioma de útero, no especificado",ÚTERO POLIMIOMATOSO
D259,D,"Leiomioma de útero, no especificado",Miomas uterinos
D259,D,"Leiomioma de útero, no especificado",Utero miomatoso parto
D259,D,"Leiomioma de útero, no especificado",Miomas
D259,D,"Leiomioma de útero, no especificado",Leiomioma
D259,D,"Leiomioma de útero, no especificado",MIOMA
D259,D,"Leiomioma de útero, no especificado",Mioma parto
D259,D,"Leiomioma de útero, no especificado",útero polimiomatoso
D259,D,"Leiomioma de útero, no especificado",Leiomiomas uterino
D270,D,Neoplasia benigna de ovario derecho,teratoma ovario derecha
D270,D,Neoplasia benigna de ovario derecho,Teratoma Ovárico Derecho
D270,D,Neoplasia benigna de ovario derecho,Cistoadenoma mucinoso ovárico derecho
D270,D,Neoplasia benigna de ovario derecho,teratoma ovario derecho
D270,D,Neoplasia benigna de ovario derecho,FIBROMA OVARIO DERECHO
D271,D,Neoplasia benigna de ovario izquierdo,FIBROMA OVÁRICO IZQUIERDO
D271,D,Neoplasia benigna de ovario izquierdo,teratoma ovárico izquierdo
D271,D,Neoplasia benigna de ovario izquierdo,Cistoadenoma mucinoso izquierdo
D271,D,Neoplasia benigna de ovario izquierdo,Teratoma Ovario izquierdo
D271,D,Neoplasia benigna de ovario izquierdo,Teratoma ovárico izquierdo
D271,D,Neoplasia benigna de ovario izquierdo,tumor mucinoso borderline ovario izq
D271,D,Neoplasia benigna de ovario izquierdo,teratoma ovario izquierda
D271,D,Neoplasia benigna de ovario izquierdo,TERATOMA EN OVARIO IZQUIERDO
D271,D,Neoplasia benigna de ovario izquierdo,Cistoadenoma ovario izq
D291,D,Neoplasia benigna de próstata,Adenoma de próstata grado II
D320,D,Neoplasia benigna de meninges cerebrales,meningioma frontal derecho
D320,D,Neoplasia benigna de meninges cerebrales,Meningioma
D320,D,Neoplasia benigna de meninges cerebrales,meningioma
D3502,D,Neoplasia benigna de glándula suprarrenal izquierda,Incidentaloma suprarrenal izquierdo
D351,D,Neoplasia benigna de glándula paratiroides,ADENOMA PARATIROIDEO
D352,D,Neoplasia benigna de hipófisis,Hipotiroidismo part
D352,D,Neoplasia benigna de hipófisis,Macroadenoma de hipófisis
D352,D,Neoplasia benigna de hipófisis,microprolactinoma
D352,D,Neoplasia benigna de hipófisis,adenoma hipofisario
D352,D,Neoplasia benigna de hipófisis,microadenoma hipofisario
D352,D,Neoplasia benigna de hipófisis,Adenoma hipofisario
D444,D,Neoplasia de comportamiento incierto de conducto craneofaríngeo,Craneofaringioma
D469,D,"Síndrome mielodisplásico, no especificado",Síndrome overlap222222222
D469,D,"Síndrome mielodisplásico, no especificado",SMD
D469,D,"Síndrome mielodisplásico, no especificado",síndrome mielodisplásico
D471,D,Enfermedad mieloproliferativa crónica,SÍNDROME MIELOPROLIFERATIVO
D472,D,Gammapatía monoclonal,gammapatía monoclonal
D472,D,Gammapatía monoclonal,gammapatia monoclonal
D472,D,Gammapatía monoclonal,Gammapatia Monoclonal
D472,D,Gammapatía monoclonal,Gammapatía monoclonal
D473,D,Trombocitemia esencial (hemorrágica),Trombocitosis
D473,D,Trombocitemia esencial (hemorrágica),TROMBOCITOSI ESSENCIAL
D473,D,Trombocitemia esencial (hemorrágica),Trombocitosis esencial
D473,D,Trombocitemia esencial (hemorrágica),trombocitosis
D492,D,"Neoplasia de comportamiento no especificado de hueso, tejidos blandos y piel",TUMORACIÓN FRONTAL
D494,D,Neoplasia de comportamiento no especificado de vejiga,tumor vesical
D500,D,Anemia ferropénica secundaria a pérdida de sangre (crónica),Anemia ferropénica por pérdidas digestivas
D500,D,Anemia ferropénica secundaria a pérdida de sangre (crónica),Anemización secundaria a pérdidas digestivas
D500,D,Anemia ferropénica secundaria a pérdida de sangre (crónica),Anemia secundaria a hipermenorrea
D500,D,Anemia ferropénica secundaria a pérdida de sangre (crónica),Anemia ferropénica secundaria a pérdidas digestivas
D509,D,"Anemia ferropénica, no especificada",Anemia microcitica
D509,D,"Anemia ferropénica, no especificada",Anemia microcítica/hipocrómica
D509,D,"Anemia ferropénica, no especificada",anemia feropénica
D509,D,"Anemia ferropénica, no especificada",hta ice
D509,D,"Anemia ferropénica, no especificada",ANEMIA NORMOCÍTICA HIPOCROMICA
D509,D,"Anemia ferropénica, no especificada",anemia ferropénica 2t
D509,D,"Anemia ferropénica, no especificada",Anemia ferropénica crónica
D509,D,"Anemia ferropénica, no especificada",anèmia ferropènica parto
D509,D,"Anemia ferropénica, no especificada",anemia ferropénica parto
D509,D,"Anemia ferropénica, no especificada",Asma part
D509,D,"Anemia ferropénica, no especificada",anemia ferropénica
D509,D,"Anemia ferropénica, no especificada",Anemia Ferropénica parto
D509,D,"Anemia ferropénica, no especificada",Anemia ferropénica
D509,D,"Anemia ferropénica, no especificada",Anemia microcítica
D509,D,"Anemia ferropénica, no especificada",Anemia ferropénica part
D509,D,"Anemia ferropénica, no especificada",Anemia ferropenia
D509,D,"Anemia ferropénica, no especificada",ANEMIA FERROPÉNICA
D509,D,"Anemia ferropénica, no especificada",anemia ferropenica
D509,D,"Anemia ferropénica, no especificada",anemia normocítica hipocroma
D509,D,"Anemia ferropénica, no especificada",Anemia ferropéncia parto
D510,D,Anemia por carencia de vitamina B12 debida a carencia de factor intrínseco,anemia perniciosa
D518,D,Otras anemias por carencia de vitamina B12,Anemia por déficit de Vitamina B12
D519,D,"Anemia por carencia de vitamina B12, no especificada",Anemia por déficit de B12
D539,D,"Anemia nutricional, no especificada",Anemia crónica
D539,D,"Anemia nutricional, no especificada",anemia macrocitica
D561,D,Beta talasemia,beta talassemia parto
D562,D,Talasemia delta-beta,TALASEMIA DELTA-BETA
D563,D,Talasemia menor,Rasgo talasémico part
D563,D,Talasemia menor,Escoliosis parto
D563,D,Talasemia menor,talasemia minor part
D563,D,Talasemia menor,talasemia minor parto
D563,D,Talasemia menor,talasèmia minor
D563,D,Talasemia menor,Talasemia minor parto
D563,D,Talasemia menor,Talasemia minor
D563,D,Talasemia menor,Rasgo talasemico
D569,D,"Talasemia, no especificada",Talasemia part
D580,D,Esferocitosis hereditaria,Esferocitosis hereditària parto
D580,D,Esferocitosis hereditaria,Esferocitosis Hereditaria
